cartPos,cartVel, poleAngle, poleVel, reward, done,idkwhatthisis,totalReward,action
-0.010704898,0.14593746,0.04623631,-0.26440263,1.0,False,False,1.0,1
-0.007786149,-0.049812898,0.040948257,0.04249774,1.0,False,False,2.0,0
-0.008782407,0.14469868,0.04179821,-0.23698962,1.0,False,False,3.0,1
-0.0058884337,0.3391993,0.03705842,-0.51620066,1.0,False,False,4.0,1
0.0008955526,0.14357565,0.026734406,-0.21207397,1.0,False,False,5.0,0
0.0037670657,0.33830538,0.022492927,-0.49620518,1.0,False,False,6.0,1
0.010533174,0.14287359,0.012568823,-0.19651929,1.0,False,False,7.0,0
0.013390645,0.33781353,0.008638438,-0.48521096,1.0,False,False,8.0,1
0.020146916,0.14257073,-0.0010657816,-0.18981804,1.0,False,False,9.0,0
0.02299833,-0.05253595,-0.0048621423,0.10252848,1.0,False,False,10.0,0
0.021947611,-0.24758789,-0.0028115727,0.39367348,1.0,False,False,11.0,0
0.016995853,-0.44266984,0.0050618965,0.6854686,1.0,False,False,12.0,0
0.008142457,-0.24761851,0.018771268,0.39438358,1.0,False,False,13.0,1
0.0031900867,-0.44300172,0.026658941,0.6929252,1.0,False,False,14.0,0
-0.0056699477,-0.24825956,0.040517446,0.40875256,1.0,False,False,15.0,1
-0.010635139,-0.44393185,0.048692495,0.713929,1.0,False,False,16.0,0
-0.019513777,-0.24951662,0.06297108,0.4369617,1.0,False,False,17.0,1
-0.024504108,-0.44547078,0.07171031,0.74881166,1.0,False,False,18.0,0
-0.033413526,-0.6415048,0.086686544,1.0631717,1.0,False,False,19.0,0
-0.04624362,-0.4476307,0.10794998,0.79890645,1.0,False,False,20.0,1
-0.055196233,-0.6440549,0.12392811,1.1235033,1.0,False,False,21.0,0
-0.06807733,-0.8405641,0.14639817,1.4523482,1.0,False,False,22.0,0
-0.084888615,-1.0371494,0.17544514,1.7869594,1.0,False,False,23.0,0
-0.105631605,-0.8443783,0.21118432,1.5535582,1.0,True,False,23.0,1
0.018558621,0.16988169,-0.03805237,-0.30857137,1.0,False,False,1.0,1
0.021956254,-0.024677997,-0.044223797,-0.028127797,1.0,False,False,2.0,0
0.021462694,0.17104934,-0.044786353,-0.3344293,1.0,False,False,3.0,1
0.024883682,-0.023407536,-0.051474936,-0.05619927,1.0,False,False,4.0,0
0.02441553,-0.21775508,-0.052598923,0.21980897,1.0,False,False,5.0,0
0.02006043,-0.41208726,-0.048202746,0.49544713,1.0,False,False,6.0,0
0.011818684,-0.60649747,-0.0382938,0.7725576,1.0,False,False,7.0,0
-0.00031126555,-0.8010722,-0.02284265,1.0529501,1.0,False,False,8.0,0
-0.01633271,-0.99588394,-0.0017836463,1.3383763,1.0,False,False,9.0,0
-0.03625039,-1.1909834,0.024983881,1.6305007,1.0,False,False,10.0,0
-0.060070056,-1.3863897,0.057593893,1.9308633,1.0,False,False,11.0,0
-0.08779785,-1.1919297,0.09621116,1.6565801,1.0,False,False,12.0,1
-0.111636445,-1.3880334,0.12934276,1.9776176,1.0,False,False,13.0,0
-0.13939711,-1.1944892,0.16889511,1.7276473,1.0,False,False,14.0,1
-0.1632869,-1.001653,0.20344806,1.491928,1.0,False,False,15.0,1
-0.18331996,-0.8095041,0.23328662,1.2690511,1.0,True,False,15.0,1
-0.031069703,-0.16538909,0.026337884,0.2534887,1.0,False,False,1.0,0
-0.034377486,0.029347084,0.031407658,-0.03077181,1.0,False,False,2.0,1
-0.033790544,0.22400488,0.030792221,-0.31338218,1.0,False,False,3.0,1
-0.029310446,0.41867495,0.024524577,-0.59619737,1.0,False,False,4.0,1
-0.020936947,0.6134453,0.0126006305,-0.8810555,1.0,False,False,5.0,1
-0.008668042,0.41815442,-0.005020479,-0.584438,1.0,False,False,6.0,0
-0.00030495343,0.22310317,-0.01670924,-0.2933408,1.0,False,False,7.0,0
0.00415711,0.028223384,-0.022576056,-0.005974226,1.0,False,False,8.0,0
0.0047215777,-0.16656764,-0.02269554,0.27950105,1.0,False,False,9.0,0
0.0013902248,-0.3613586,-0.01710552,0.56494033,1.0,False,False,10.0,0
-0.0058369474,-0.55623645,-0.005806712,0.85218555,1.0,False,False,11.0,0
-0.016961677,-0.36103582,0.011236999,0.5576824,1.0,False,False,12.0,1
-0.024182392,-0.5563137,0.022390647,0.85388434,1.0,False,False,13.0,0
-0.035308667,-0.36150396,0.039468333,0.5683253,1.0,False,False,14.0,1
-0.042538747,-0.5571566,0.05083484,0.8731764,1.0,False,False,15.0,0
-0.053681877,-0.3627614,0.06829837,0.5968993,1.0,False,False,16.0,1
-0.060937107,-0.5587693,0.08023635,0.9102897,1.0,False,False,17.0,0
-0.07211249,-0.3648195,0.098442145,0.64386517,1.0,False,False,18.0,1
-0.079408884,-0.17119734,0.11131945,0.38373336,1.0,False,False,19.0,1
-0.08283283,0.022182621,0.11899412,0.1281192,1.0,False,False,20.0,1
-0.082389176,-0.17442517,0.1215565,0.4558472,1.0,False,False,21.0,0
-0.08587768,-0.3710372,0.13067344,0.78423876,1.0,False,False,22.0,0
-0.09329842,-0.17792974,0.14635822,0.53535587,1.0,False,False,23.0,1
-0.09685702,0.014863808,0.15706533,0.29213318,1.0,False,False,24.0,1
-0.09655974,-0.18210816,0.162908,0.6299418,1.0,False,False,25.0,0
-0.100201905,0.0104108015,0.17550683,0.39267024,1.0,False,False,26.0,1
-0.09999369,0.20266448,0.18336023,0.16005428,1.0,False,False,27.0,1
-0.0959404,0.3947526,0.18656133,-0.06964147,1.0,False,False,28.0,1
-0.08804535,0.58677816,0.18516849,-0.29815027,1.0,False,False,29.0,1
-0.076309785,0.389566,0.17920549,0.046739973,1.0,False,False,30.0,0
-0.06851847,0.19238743,0.18014029,0.39017615,1.0,False,False,31.0,0
-0.06467072,-0.004772759,0.18794382,0.7338062,1.0,False,False,32.0,0
-0.06476617,0.1873243,0.20261994,0.5056655,1.0,False,False,33.0,1
-0.061019685,-0.009989761,0.21273325,0.85474527,1.0,True,False,33.0,0
0.016588176,-0.16084647,0.03597704,0.27612963,1.0,False,False,1.0,0
0.013371247,-0.35646275,0.04149963,0.5799391,1.0,False,False,2.0,0
0.0062419926,-0.16194616,0.053098414,0.30061287,1.0,False,False,3.0,1
0.0030030692,0.032380342,0.05911067,0.025137525,1.0,False,False,4.0,1
0.0036506762,0.22660697,0.05961342,-0.24832517,1.0,False,False,5.0,1
0.008182815,0.03068657,0.054646917,0.06254937,1.0,False,False,6.0,0
0.008796547,-0.16517457,0.055897903,0.37196073,1.0,False,False,7.0,0
0.0054930556,-0.36104423,0.06333712,0.68173176,1.0,False,False,8.0,0
-0.0017278292,-0.16685644,0.076971754,0.40964276,1.0,False,False,9.0,1
-0.005064958,0.02709466,0.08516461,0.14218488,1.0,False,False,10.0,1
-0.0045230645,-0.16913721,0.08800831,0.460474,1.0,False,False,11.0,0
-0.007905809,0.024637725,0.09721778,0.1967776,1.0,False,False,12.0,1
-0.0074130544,0.2182444,0.10115334,-0.06372409,1.0,False,False,13.0,1
-0.0030481664,0.41178152,0.099878855,-0.32285747,1.0,False,False,14.0,1
0.0051874644,0.2153897,0.093421705,-0.00042227528,1.0,False,False,15.0,0
0.009495258,0.019060737,0.09341326,0.32021305,1.0,False,False,16.0,0
0.009876473,-0.1772588,0.09981752,0.640832,1.0,False,False,17.0,0
0.006331297,0.016340362,0.11263417,0.38117644,1.0,False,False,18.0,1
0.0066581042,-0.1801857,0.12025769,0.70714206,1.0,False,False,19.0,0
0.00305439,0.013083148,0.13440053,0.45460314,1.0,False,False,20.0,1
0.003316053,-0.18365769,0.1434926,0.78644794,1.0,False,False,21.0,0
-0.00035710074,-0.38042867,0.15922156,1.1206132,1.0,False,False,22.0,0
-0.007965675,-0.57723945,0.18163382,1.4587088,1.0,False,False,23.0,0
-0.019510463,-0.38475007,0.210808,1.2278316,1.0,True,False,23.0,1
0.039280564,-0.20572099,-0.03381758,0.3157239,1.0,False,False,1.0,0
0.035166144,-0.010134065,-0.027503105,0.012570763,1.0,False,False,2.0,1
0.034963463,0.1853713,-0.027251689,-0.28866127,1.0,False,False,3.0,1
0.03867089,-0.009351651,-0.033024915,-0.0046963007,1.0,False,False,4.0,0
0.038483854,-0.2039848,-0.03311884,0.27738667,1.0,False,False,5.0,0
0.03440416,-0.398619,-0.027571106,0.5594427,1.0,False,False,6.0,0
0.02643178,-0.20312113,-0.016382253,0.25820246,1.0,False,False,7.0,1
0.022369359,-0.3980054,-0.011218204,0.5456735,1.0,False,False,8.0,0
0.01440925,-0.20272765,-0.0003047338,0.2494772,1.0,False,False,9.0,1
0.010354697,-0.39784524,0.00468481,0.542064,1.0,False,False,10.0,0
0.0023977924,-0.5930327,0.01552609,0.8362193,1.0,False,False,11.0,0
-0.009462862,-0.39812624,0.032250475,0.54845935,1.0,False,False,12.0,1
-0.017425386,-0.20347184,0.043219663,0.26610956,1.0,False,False,13.0,1
-0.021494824,-0.39918312,0.048541855,0.572105,1.0,False,False,14.0,0
-0.029478487,-0.20477425,0.059983954,0.29510087,1.0,False,False,15.0,1
-0.03357397,-0.40069777,0.06588597,0.6060823,1.0,False,False,16.0,0
-0.041587926,-0.20655598,0.078007616,0.3348579,1.0,False,False,17.0,1
-0.045719046,-0.012625889,0.08470478,0.067758396,1.0,False,False,18.0,1
-0.045971565,0.18118595,0.08605994,-0.19704361,1.0,False,False,19.0,1
-0.042347845,-0.015054803,0.08211907,0.121498525,1.0,False,False,20.0,0
-0.04264894,-0.21125141,0.08454904,0.43891758,1.0,False,False,21.0,0
-0.046873968,-0.40746188,0.093327396,0.75700974,1.0,False,False,22.0,0
-0.05502321,-0.6037377,0.10846759,1.0775406,1.0,False,False,23.0,0
-0.06709796,-0.41020247,0.1300184,0.8207709,1.0,False,False,24.0,1
-0.07530201,-0.21707657,0.14643382,0.57164496,1.0,False,False,25.0,1
-0.07964354,-0.41391554,0.15786672,0.90664136,1.0,False,False,26.0,0
-0.08792185,-0.22124258,0.17599955,0.667446,1.0,False,False,27.0,1
-0.092346705,-0.41831863,0.18934847,1.0099705,1.0,False,False,28.0,0
-0.100713074,-0.22615857,0.20954788,0.78221864,1.0,True,False,28.0,1
0.039292384,0.15712576,-0.026989572,-0.30465245,1.0,False,False,1.0,1
0.042434897,0.35262173,-0.033082623,-0.60572356,1.0,False,False,2.0,1
0.049487334,0.5481903,-0.045197092,-0.9086404,1.0,False,False,3.0,1
0.06045114,0.3537083,-0.0633699,-0.63049877,1.0,False,False,4.0,0
0.067525305,0.15952517,-0.07597987,-0.358427,1.0,False,False,5.0,0
0.07071581,0.35564038,-0.08314841,-0.67406774,1.0,False,False,6.0,1
0.077828616,0.16176645,-0.09662977,-0.40867898,1.0,False,False,7.0,0
0.08106395,-0.031862132,-0.10480335,-0.14795598,1.0,False,False,8.0,0
0.0804267,0.16459233,-0.10776247,-0.4717766,1.0,False,False,9.0,1
0.083718546,-0.028855704,-0.117198005,-0.21490866,1.0,False,False,10.0,0
0.08314144,-0.22212413,-0.12149618,0.0386279,1.0,False,False,11.0,0
0.078698955,-0.025488362,-0.12072362,-0.28978354,1.0,False,False,12.0,1
0.07818919,-0.21870056,-0.1265193,-0.037481207,1.0,False,False,13.0,0
0.073815174,-0.022012752,-0.12726891,-0.36725226,1.0,False,False,14.0,1
0.07337492,-0.2151182,-0.13461396,-0.11725292,1.0,False,False,15.0,0
0.06907255,-0.4080803,-0.13695902,0.13011463,1.0,False,False,16.0,0
0.060910948,-0.6010017,-0.13435672,0.37664664,1.0,False,False,17.0,0
0.048890915,-0.793985,-0.1268238,0.62413067,1.0,False,False,18.0,0
0.033011217,-0.9871295,-0.11434118,0.87433434,1.0,False,False,19.0,0
0.013268625,-0.79065424,-0.09685449,0.5480027,1.0,False,False,20.0,1
-0.0025444601,-0.59431463,-0.085894436,0.22644283,1.0,False,False,21.0,1
-0.014430752,-0.39807683,-0.08136558,-0.092050575,1.0,False,False,22.0,1
-0.02239229,-0.591944,-0.083206594,0.17389299,1.0,False,False,23.0,0
-0.034231167,-0.78578264,-0.07972873,0.4392105,1.0,False,False,24.0,0
-0.049946822,-0.5896281,-0.07094452,0.12249798,1.0,False,False,25.0,1
-0.06173938,-0.39356524,-0.06849456,-0.19169672,1.0,False,False,26.0,1
-0.069610685,-0.1975337,-0.07232849,-0.5051762,1.0,False,False,27.0,1
-0.07356136,-0.3915658,-0.08243202,-0.23613504,1.0,False,False,28.0,0
-0.081392676,-0.58541924,-0.08715472,0.029450135,1.0,False,False,29.0,0
-0.09310106,-0.38916254,-0.08656572,-0.2894086,1.0,False,False,30.0,1
-0.10088431,-0.19291972,-0.09235389,-0.60808915,1.0,False,False,31.0,1
-0.104742706,0.0033637933,-0.10451567,-0.92837316,1.0,False,False,32.0,1
-0.104675435,0.19972965,-0.12308314,-1.2519864,1.0,False,False,33.0,1
-0.100680836,0.006380622,-0.14812286,-1.000252,1.0,False,False,34.0,0
-0.10055323,0.2031383,-0.16812791,-1.3355458,1.0,False,False,35.0,1
-0.09649046,0.39993188,-0.19483882,-1.675771,1.0,False,False,36.0,1
-0.08849182,0.20753129,-0.22835425,-1.4495516,1.0,True,False,36.0,0
-0.048953682,0.1689674,0.019690538,-0.33007827,1.0,False,False,1.0,1
-0.045574334,-0.026429243,0.013088972,-0.031251512,1.0,False,False,2.0,0
-0.04610292,-0.22173643,0.012463942,0.26553223,1.0,False,False,3.0,0
-0.05053765,-0.026794566,0.017774587,-0.023193555,1.0,False,False,4.0,1
-0.05107354,-0.22216685,0.017310716,0.27504402,1.0,False,False,5.0,0
-0.055516876,-0.41753146,0.022811595,0.57313615,1.0,False,False,6.0,0
-0.06386751,-0.6129657,0.034274317,0.87291723,1.0,False,False,7.0,0
-0.07612682,-0.8085365,0.051732663,1.1761758,1.0,False,False,8.0,0
-0.092297554,-0.6141234,0.075256184,0.900149,1.0,False,False,9.0,1
-0.10458002,-0.4200975,0.09325916,0.6320383,1.0,False,False,10.0,1
-0.11298197,-0.2263919,0.10589993,0.37012097,1.0,False,False,11.0,1
-0.117509805,-0.032921422,0.11330235,0.11261746,1.0,False,False,12.0,1
-0.118168235,0.16041005,0.1155547,-0.14228067,1.0,False,False,13.0,1
-0.11496004,-0.036160927,0.11270908,0.18450692,1.0,False,False,14.0,0
-0.11568325,0.15718304,0.11639922,-0.07060254,1.0,False,False,15.0,1
-0.11253959,-0.039398633,0.11498717,0.2564188,1.0,False,False,16.0,0
-0.11332756,-0.23595849,0.12011555,0.5830433,1.0,False,False,17.0,0
-0.11804674,-0.43254027,0.1317764,0.91102046,1.0,False,False,18.0,0
-0.12669754,-0.23942395,0.14999682,0.6624877,1.0,False,False,19.0,1
-0.13148601,-0.046672016,0.16324657,0.42054015,1.0,False,False,20.0,1
-0.13241945,0.14580615,0.17165738,0.18344304,1.0,False,False,21.0,1
-0.12950334,-0.051303107,0.17532624,0.5249813,1.0,False,False,22.0,0
-0.1305294,0.14097446,0.18582587,0.29226875,1.0,False,False,23.0,1
-0.12770991,0.33302802,0.19167124,0.063466914,1.0,False,False,24.0,1
-0.12104935,0.13574865,0.19294058,0.4099738,1.0,False,False,25.0,0
-0.118334375,-0.061510067,0.20114006,0.75674486,1.0,False,False,26.0,0
-0.11956458,-0.2587518,0.21627495,1.1053799,1.0,True,False,26.0,0
-0.037723053,-0.20831817,-0.009619451,0.31847316,1.0,False,False,1.0,0
-0.041889418,-0.013060549,-0.003249988,0.022772187,1.0,False,False,2.0,1
-0.042150628,0.18210787,-0.0027945442,-0.27093437,1.0,False,False,3.0,1
-0.03850847,-0.012974103,-0.008213231,0.020865832,1.0,False,False,4.0,0
-0.038767952,0.18226467,-0.007795915,-0.2743971,1.0,False,False,5.0,1
-0.035122663,-0.012745191,-0.013283857,0.015816813,1.0,False,False,6.0,0
-0.035377566,-0.20767415,-0.012967521,0.3042791,1.0,False,False,7.0,0
-0.03953105,-0.4026089,-0.006881939,0.5928443,1.0,False,False,8.0,0
-0.047583226,-0.2073913,0.004974948,0.2980016,1.0,False,False,9.0,1
-0.051731054,-0.012340622,0.01093498,0.0068918043,1.0,False,False,10.0,1
-0.051977865,0.18262282,0.011072815,-0.28232104,1.0,False,False,11.0,1
-0.04832541,-0.012655313,0.0054263948,0.013833529,1.0,False,False,12.0,0
-0.048578516,0.1823884,0.005703065,-0.2771324,1.0,False,False,13.0,1
-0.044930745,0.37742853,0.00016041764,-0.5680111,1.0,False,False,14.0,1
-0.037382174,0.18230432,-0.011199805,-0.27527764,1.0,False,False,15.0,0
-0.03373609,0.37758425,-0.016705358,-0.57147187,1.0,False,False,16.0,1
-0.026184404,0.1827005,-0.028134795,-0.28409815,1.0,False,False,17.0,0
-0.022530394,0.3782122,-0.03381676,-0.5855202,1.0,False,False,18.0,1
-0.01496615,0.18357983,-0.045527164,-0.30367878,1.0,False,False,19.0,0
-0.011294554,-0.010864721,-0.05160074,-0.025694534,1.0,False,False,20.0,0
-0.011511848,-0.20521016,-0.05211463,0.2502717,1.0,False,False,21.0,0
-0.015616051,-0.39955065,-0.047109194,0.5260719,1.0,False,False,22.0,0
-0.023607064,-0.20379858,-0.036587756,0.21892458,1.0,False,False,23.0,1
-0.027683036,-0.39837894,-0.032209262,0.4998454,1.0,False,False,24.0,0
-0.035650615,-0.20281805,-0.022212356,0.19718833,1.0,False,False,25.0,1
-0.039706975,-0.39761537,-0.018268589,0.48278233,1.0,False,False,26.0,0
-0.04765928,-0.20224041,-0.008612943,0.18439811,1.0,False,False,27.0,1
-0.05170409,-0.0069962787,-0.004924981,-0.110989384,1.0,False,False,28.0,1
-0.051844016,0.1881959,-0.0071447687,-0.40522203,1.0,False,False,29.0,1
-0.048080098,-0.0068240073,-0.0152492095,-0.11480019,1.0,False,False,30.0,0
-0.048216578,-0.20172417,-0.017545214,0.17303298,1.0,False,False,31.0,0
-0.052251063,-0.39659068,-0.014084553,0.4601297,1.0,False,False,32.0,0
-0.060182877,-0.2012725,-0.0048819594,0.16304079,1.0,False,False,33.0,1
-0.06420833,-0.39632422,-0.0016211434,0.4541796,1.0,False,False,34.0,0
-0.07213481,-0.5914232,0.0074624484,0.74635106,1.0,False,False,35.0,0
-0.083963275,-0.7866473,0.02238947,1.041373,1.0,False,False,36.0,0
-0.09969622,-0.59182984,0.043216933,0.755802,1.0,False,False,37.0,1
-0.111532815,-0.3973294,0.058332972,0.47702557,1.0,False,False,38.0,1
-0.1194794,-0.2030775,0.067873485,0.20328349,1.0,False,False,39.0,1
-0.12354095,-0.008988551,0.071939155,-0.067240104,1.0,False,False,40.0,1
-0.12372073,-0.20506422,0.07059435,0.24724455,1.0,False,False,41.0,0
-0.12782201,-0.40111965,0.07553924,0.5613327,1.0,False,False,42.0,0
-0.13584441,-0.20713457,0.08676589,0.2933723,1.0,False,False,43.0,1
-0.1399871,-0.01334994,0.092633344,0.029266,1.0,False,False,44.0,1
-0.1402541,0.18032992,0.09321866,-0.23281294,1.0,False,False,45.0,1
-0.1366475,-0.015991803,0.0885624,0.08775769,1.0,False,False,46.0,0
-0.13696733,-0.21226422,0.090317555,0.40701583,1.0,False,False,47.0,0
-0.14121261,-0.018531272,0.09845787,0.14411813,1.0,False,False,48.0,1
-0.14158325,-0.2149153,0.101340234,0.4661674,1.0,False,False,49.0,0
-0.14588155,-0.021360293,0.110663585,0.20706749,1.0,False,False,50.0,1
-0.14630875,-0.2178764,0.11480493,0.53250724,1.0,False,False,51.0,0
-0.15066628,-0.41441,0.12545508,0.85904557,1.0,False,False,52.0,0
-0.15895449,-0.610997,0.14263599,1.1883957,1.0,False,False,53.0,0
-0.17117442,-0.41798258,0.1664039,0.94360715,1.0,False,False,54.0,1
-0.17953408,-0.22544594,0.18527605,0.7074888,1.0,False,False,55.0,1
-0.18404299,-0.42258513,0.19942583,1.0522968,1.0,False,False,56.0,0
-0.19249469,-0.23058535,0.22047175,0.8282484,1.0,True,False,56.0,1
-0.002154342,-0.22117142,-0.026914822,0.26059857,1.0,False,False,1.0,0
-0.00657777,-0.025675803,-0.02170285,-0.04045067,1.0,False,False,2.0,1
-0.007091286,0.16975053,-0.022511864,-0.33990127,1.0,False,False,3.0,1
-0.0036962756,0.36518544,-0.02930989,-0.6395973,1.0,False,False,4.0,1
0.0036074333,0.5607035,-0.042101834,-0.9413643,1.0,False,False,5.0,1
0.014821503,0.36617348,-0.060929123,-0.6622021,1.0,False,False,6.0,0
0.022144973,0.5620879,-0.07417317,-0.9734305,1.0,False,False,7.0,1
0.03338673,0.7581224,-0.09364177,-1.2884607,1.0,False,False,8.0,1
0.04854918,0.5643081,-0.119410984,-1.0265034,1.0,False,False,9.0,0
0.05983534,0.7607999,-0.13994105,-1.3541657,1.0,False,False,10.0,1
0.07505134,0.5676842,-0.16702437,-1.1083324,1.0,False,False,11.0,0
0.086405024,0.3751035,-0.18919101,-0.87235856,1.0,False,False,12.0,0
0.093907095,0.5722247,-0.20663819,-1.2180554,1.0,False,False,13.0,1
0.10535159,0.38027683,-0.23099929,-0.996579,1.0,True,False,13.0,0
-0.034936495,0.20099336,0.040586665,-0.271138,1.0,False,False,1.0,1
-0.030916627,0.39551336,0.035163905,-0.5507485,1.0,False,False,2.0,1
-0.023006361,0.59012425,0.024148934,-0.8321483,1.0,False,False,3.0,1
-0.011203877,0.784908,0.0075059677,-1.1171397,1.0,False,False,4.0,1
0.004494283,0.97993064,-0.014836825,-1.4074587,1.0,False,False,5.0,1
0.024092896,0.7849959,-0.042985998,-1.1194506,1.0,False,False,6.0,0
0.039792813,0.5904634,-0.06537501,-0.8405554,1.0,False,False,7.0,0
0.05160208,0.39629197,-0.08218612,-0.569127,1.0,False,False,8.0,0
0.059527922,0.20241305,-0.09356866,-0.30342576,1.0,False,False,9.0,0
0.063576184,0.3987353,-0.09963717,-0.62409,1.0,False,False,10.0,1
0.07155089,0.59509677,-0.112118974,-0.9464163,1.0,False,False,11.0,1
0.08345282,0.40164876,-0.1310473,-0.69096017,1.0,False,False,12.0,0
0.0914858,0.20856516,-0.1448665,-0.44223583,1.0,False,False,13.0,0
0.0956571,0.40540805,-0.15371121,-0.77684927,1.0,False,False,14.0,1
0.103765264,0.21269639,-0.16924821,-0.5362033,1.0,False,False,15.0,0
0.10801919,0.02030778,-0.17997228,-0.30126554,1.0,False,False,16.0,0
0.10842535,0.2174773,-0.18599759,-0.6448697,1.0,False,False,17.0,1
0.11277489,0.41463727,-0.19889498,-0.9898773,1.0,False,False,18.0,1
0.121067636,0.22265266,-0.21869253,-0.76566803,1.0,True,False,18.0,0
-0.0022628007,0.18507715,0.03726012,-0.24203008,1.0,False,False,1.0,1
0.0014387424,-0.010556676,0.032419518,0.06216893,1.0,False,False,2.0,0
0.0012276088,0.18408582,0.033662897,-0.22011173,1.0,False,False,3.0,1
0.004909325,-0.011500744,0.029260663,0.08299693,1.0,False,False,4.0,0
0.00467931,-0.20702966,0.0309206,0.38476616,1.0,False,False,5.0,0
0.00053871714,-0.012360016,0.038615923,0.10199048,1.0,False,False,6.0,1
0.0002915168,-0.20801349,0.040655732,0.40660217,1.0,False,False,7.0,0
-0.003868753,-0.013490924,0.048787776,0.12700891,1.0,False,False,8.0,1
-0.0041385717,0.18089938,0.051327955,-0.14989167,1.0,False,False,9.0,1
-0.0005205838,-0.014918549,0.04833012,0.15853219,1.0,False,False,10.0,0
-0.00081895484,0.17947935,0.051500764,-0.11852064,1.0,False,False,11.0,1
0.002770632,0.373827,0.049130354,-0.39452112,1.0,False,False,12.0,1
0.010247173,0.17804362,0.041239932,-0.08676185,1.0,False,False,13.0,0
0.013808045,-0.017644469,0.039504692,0.2186418,1.0,False,False,14.0,0
0.013455155,-0.21330822,0.04387753,0.5235198,1.0,False,False,15.0,0
0.009188991,-0.40901935,0.054347925,0.8296998,1.0,False,False,16.0,0
0.0010086043,-0.6048404,0.070941925,1.1389681,1.0,False,False,17.0,0
-0.011088205,-0.8008146,0.093721285,1.4530295,1.0,False,False,18.0,0
-0.027104497,-0.60696036,0.12278187,1.191038,1.0,False,False,19.0,1
-0.039243706,-0.41362435,0.14660263,0.9392244,1.0,False,False,20.0,1
-0.04751619,-0.61038584,0.16538712,1.2741476,1.0,False,False,21.0,0
-0.05972391,-0.41771415,0.19087008,1.0374861,1.0,False,False,22.0,1
-0.06807819,-0.22557034,0.2116198,0.8102802,1.0,True,False,22.0,1
0.035556164,-0.22532615,-0.01769887,0.25498167,1.0,False,False,1.0,0
0.031049639,-0.029956019,-0.012599235,-0.043230813,1.0,False,False,2.0,1
0.03045052,-0.22489506,-0.013463852,0.24545045,1.0,False,False,3.0,0
0.025952619,-0.029583419,-0.008554843,-0.0514487,1.0,False,False,4.0,1
0.02536095,-0.22458166,-0.009583817,0.23852287,1.0,False,False,5.0,0
0.020869317,-0.02932412,-0.0048133596,-0.05716759,1.0,False,False,6.0,1
0.020282835,-0.22437672,-0.0059567112,0.2339928,1.0,False,False,7.0,0
0.0157953,-0.41941306,-0.0012768551,0.5247909,1.0,False,False,8.0,0
0.007407038,-0.22427316,0.009218962,0.23170586,1.0,False,False,9.0,1
0.0029215747,-0.41952562,0.01385308,0.5272824,1.0,False,False,10.0,0
-0.0054689376,-0.61483973,0.024398727,0.82429814,1.0,False,False,11.0,0
-0.017765732,-0.42005986,0.040884692,0.5393878,1.0,False,False,12.0,1
-0.026166929,-0.22553578,0.051672447,0.2598623,1.0,False,False,13.0,1
-0.030677645,-0.0311881,0.056869693,-0.016085187,1.0,False,False,14.0,1
-0.031301405,-0.22707757,0.05654799,0.29398468,1.0,False,False,15.0,0
-0.03584296,-0.42295823,0.062427685,0.6039522,1.0,False,False,16.0,0
-0.044302125,-0.22876236,0.07450673,0.3315677,1.0,False,False,17.0,1
-0.04887737,-0.03477566,0.08113808,0.06327965,1.0,False,False,18.0,1
-0.049572885,0.15909488,0.082403675,-0.20274101,1.0,False,False,19.0,1
-0.046390984,0.3529476,0.07834885,-0.4683341,1.0,False,False,20.0,1
-0.039332032,0.15681127,0.06898218,-0.15202114,1.0,False,False,21.0,0
-0.036195807,0.35088113,0.06594175,-0.42216894,1.0,False,False,22.0,1
-0.029178185,0.5450099,0.057498373,-0.6933564,1.0,False,False,23.0,1
-0.018277988,0.73928905,0.043631244,-0.96739835,1.0,False,False,24.0,1
-0.0034922063,0.54360926,0.024283277,-0.6613344,1.0,False,False,25.0,0
0.0073799784,0.738385,0.011056589,-0.9462734,1.0,False,False,26.0,1
0.02214768,0.93335634,-0.007868879,-1.235462,1.0,False,False,27.0,1
0.040814806,0.7383364,-0.03257812,-0.94525445,1.0,False,False,28.0,0
0.055581532,0.54366803,-0.051483206,-0.6629832,1.0,False,False,29.0,0
0.066454895,0.739467,-0.06474287,-0.9714219,1.0,False,False,30.0,1
0.08124424,0.93539536,-0.08417131,-1.2837197,1.0,False,False,31.0,1
0.09995214,1.1314821,-0.1098457,-1.6015258,1.0,False,False,32.0,1
0.12258179,0.9378189,-0.14187622,-1.3450114,1.0,False,False,33.0,0
0.14133817,0.7447374,-0.16877644,-1.0998709,1.0,False,False,34.0,0
0.15623291,0.94162935,-0.19077386,-1.4403975,1.0,False,False,35.0,1
0.1750655,1.1385195,-0.21958181,-1.7861227,1.0,True,False,35.0,1
0.019108873,-0.2386742,-0.0234078,0.28518116,1.0,False,False,1.0,0
0.01433539,-0.4334546,-0.017704176,0.5703905,1.0,False,False,2.0,0
0.005666298,-0.62832385,-0.006296366,0.8574438,1.0,False,False,3.0,0
-0.006900179,-0.8233595,0.01085251,1.1481403,1.0,False,False,4.0,0
-0.02336737,-1.0186214,0.033815317,1.4442066,1.0,False,False,5.0,0
-0.043739796,-1.2141428,0.062699445,1.7472608,1.0,False,False,6.0,0
-0.06802265,-1.4099188,0.097644664,2.0587692,1.0,False,False,7.0,0
